ConceptID,ConceptLabel,Dependencies,TaxonomyID
214,Items Method,210,DATA
215,Dictionary Iteration,206|76|214,DATA
216,Dictionary Comprehension,206|163,DATA
217,Nested Dictionaries,206|164,DATA
218,Default Values,211|124,DATA
219,Update Method,210,DATA
220,Pop Method for Dicts,210,DATA
221,Dictionary Merging,219,DATA
222,Counting with Dicts,206|87,DATA
223,Grouping with Dicts,206|151,DATA
224,Dictionary as Cache,206|116,DATA
225,Hashable Keys,206|188,DATA
226,Dict vs List Lookup,206|151|341,DATA
227,JSON and Dictionaries,206|288,DATA
228,OrderedDict,394,DATA
229,DefaultDict,394|218,DATA
230,Counter Class,394|222,DATA
231,Object-Oriented Programming,4|116,OOP
232,Classes,231,OOP
233,Objects,232,OOP
234,Class Definition,232,OOP
235,Class Instantiation,234,OOP
236,Instance Attributes,235|25,OOP
237,Class Attributes,234|25,OOP
238,The Self Parameter,234,OOP
239,Init Method,234|119,OOP
240,Constructor,239,OOP
241,Methods,234|116,OOP
242,Instance Methods,241|238,OOP
243,Str Method,241|270,OOP
244,Repr Method,241|270,OOP
245,Encapsulation,231|4,OOP
246,Private Attributes,236|245,OOP
247,Getter Methods,246,OOP
248,Setter Methods,246,OOP
249,Property Decorator,247|248|384,OOP
250,Class Methods,241|237,OOP
251,Static Methods,241,OOP
252,Composition,231|233,OOP
253,Has-A Relationship,252,OOP
254,Inheritance,231|232,OOP
255,Is-A Relationship,254,OOP
256,Parent Class,254,OOP
257,Child Class,254|256,OOP
258,Super Function,257,OOP
259,Method Overriding,257|241,OOP
260,Polymorphism,254|259,OOP
261,Duck Typing,260,OOP
262,Abstract Classes,254|260,OOP
263,Multiple Inheritance,254,OOP
264,Method Resolution Order,263,OOP
265,Operator Overloading,241|270,OOP
266,Eq and Lt Methods,265|53,OOP
267,Add and Mul Methods,265|36,OOP
268,Iterable Protocol,270|76,OOP
269,Iterator Protocol,268,OOP
270,Dunder Methods,241,OOP
271,Object Identity,233|185,OOP
272,Object Comparison,233|266,OOP
273,Class Hierarchies,254|257,OOP
274,UML Class Diagrams,232|254|252,OOP
275,Design Patterns Intro,231|252|254,OOP
276,File Input Output,19|15,FILEIO
277,Opening Files,276,FILEIO
278,File Modes,277,FILEIO
279,Read Method,277,FILEIO
280,Readline Method,279,FILEIO
281,Readlines Method,279|151,FILEIO
282,Write Method,277,FILEIO
283,Writelines Method,282|151,FILEIO
284,With Statement,277|285,FILEIO
285,Context Managers,276,FILEIO
286,File Paths,276|31,FILEIO
287,CSV Files,276|101|151,FILEIO
288,JSON Files,276|206,FILEIO
289,File Exceptions,276|291,FILEIO
290,Text vs Binary Files,276|10,FILEIO
291,Errors and Exceptions,19,ERR
292,Syntax Errors,291,ERR
293,Runtime Errors,291,ERR
294,Logic Errors,291,ERR
295,Exception Types,291,ERR
296,TypeError,295|27,ERR
297,ValueError,295|33,ERR
298,IndexError,295|92,ERR
299,KeyError,295|209,ERR
300,Try-Except Block,291,ERR
301,Multiple Except Blocks,300|295,ERR
302,Finally Block,300,ERR
303,Raising Exceptions,291,ERR
304,Custom Exceptions,303|232,ERR
305,Assertions,291|51,ERR
306,Testing,8|116,TEST
307,Manual Testing,306,TEST
308,Unit Testing,306,TEST
309,Test Cases,308,TEST
310,Assert Statements,305|308,TEST
311,Unittest Module,308|367,TEST
312,Test Functions,308|116,TEST
313,Edge Cases,309,TEST
314,Boundary Testing,313,TEST
315,Test-Driven Development,308,TEST
316,Debugging,291,TEST
317,Print Debugging,316|43,TEST
318,Debugger Tools,316,TEST
319,Breakpoints,318,TEST
320,Step Through Code,318,TEST
321,Code Tracing,66|316,TEST
322,Rubber Duck Debugging,316,TEST
323,Defensive Programming,316|300,TEST
324,Input Validation,44|300|68,TEST
325,Code Review,306|50,TEST
326,Algorithm Design,3|8,ALGO
327,Pseudocode,326,ALGO
328,Flowcharts,326,ALGO
329,Linear Search,326|166,ALGO
330,Binary Search,329|181|143,ALGO
331,Search Comparison,329|330|341,ALGO
332,Selection Sort,326|166|52,ALGO
333,Insertion Sort,326|166|52,ALGO
334,Merge Sort,326|5|151,ALGO
335,Merge Sort Recursion,334|143,ALGO
336,Sorting Comparison,332|333|334|341,ALGO
337,Stable vs Unstable Sort,332|333|334,ALGO
338,Algorithm Correctness,326,ALGO
339,Loop Invariants,338|75,ALGO
340,Big-O Notation,326,ALGO
341,Time Complexity,340,ALGO
342,Space Complexity,340,ALGO
343,Constant Time O(1),341,ALGO
344,Linear Time O(n),341,ALGO
345,Quadratic Time O(n^2),341|84,ALGO
346,Logarithmic Time O(log n),341|330,ALGO
347,Linearithmic Time,341|334,ALGO
348,Best Average Worst Case,341,ALGO
349,Empirical Analysis,341|306,ALGO
350,Counting Operations,341,ALGO
351,Brute Force Approach,326,ALGO
352,Divide and Conquer,326|5|143,ALGO
353,Greedy Algorithms,326,ALGO
354,Algorithm Tradeoffs,341|342,ALGO
355,Efficiency vs Readability,354|50,ALGO
356,Two Pointer Technique,326|151,ALGO
357,Sliding Window Pattern,326|151,ALGO
358,Frequency Counter Pattern,326|206,ALGO
359,Recursion in Algorithms,143|326,ALGO
360,Algorithm Visualization,326|328,ALGO
361,Software Development,1|8,SENG
362,Program Planning,361|5,SENG
363,Requirements Analysis,362,SENG
364,Modular Design,4|116|5,SENG
365,Code Organization,364,SENG
366,Import Statements,367,SENG
367,Python Modules,19|365,SENG
368,Python Packages,367,SENG
369,Pip Package Manager,368,SENG
370,Virtual Environments,369,SENG
371,Version Control Intro,361,SENG
372,Git Basics,371,SENG
373,Code Style,50,SENG
374,PEP 8 Guidelines,373|19,SENG
375,Linting Tools,374,SENG
376,Refactoring,365|50,SENG
377,DRY Principle,364,SENG
378,KISS Principle,364,SENG
379,Code Comments,23|50,SENG
380,Documentation,132|379,SENG
381,Generators,269|122,ADVPY
382,Yield Statement,381,ADVPY
383,Generator Expressions,381|163,ADVPY
384,Decorators,138|128,ADVPY
385,Closures,128|138,ADVPY
386,Args and Kwargs,120|206,ADVPY
387,Unpacking Operators,386|190,ADVPY
388,Walrus Operator,25|77,ADVPY
389,Type Hints,27|119,ADVPY
390,Type Annotations,389,ADVPY
391,Dataclasses,232|384,ADVPY
392,Enum Type,232,ADVPY
393,Regular Expressions,31|6,ADVPY
394,Collections Module,367|206|151,ADVPY
395,Itertools Module,367|269,ADVPY
396,Functools Module,367|138,ADVPY
397,List vs Generator Memory,151|381|342,ADVPY
398,Comprehension Patterns,163|216,ADVPY
399,Context Manager Protocol,285|270,ADVPY
400,Python Best Practices,374|50|377|378,ADVPY
